
-------------------------------------------------------------------------------
SCINTREX V5.2       AUTOGRAV / Cycling Mode          R5.31
Cycle Time:      70                                          Ser No:    704372.
Line:   9999.  Grid:   9999.   Job:   9999.  Date: 15/06/01  Operator:       1.

GREF.:                    0.000 mGals           Tilt x sensit.:           319.2
GCAL.1:                6062.697                 Tilt y sensit.:           291.3
GCAL.2:                   0.000                 Deg.Latitude:             45.91
TEMPCO.:                -0.1343 mGal/mK         Deg.Longitude:           -15.97
Drift const.:             0.2629                GMT Difference:            0.hr
Drift Correction Start  Time: 11:26:57          Cal.after x samples:         12
                        Date: 14/12/05          On-Line Tilt Corrected = "*"
-------------------------------------------------------------------------------
Station  Grav.     SD.   Tilt x  Tilt y    Temp.    E.T.C.  Dur  # Rej     Time
     2. 6850.049* 0.017      1.     -1.    0.43    0.054     60     0  07:35:08
     2. 6850.044* 0.018      1.     -1.    0.44    0.054     60     0  07:36:18
     2. 6850.048* 0.017      1.     -1.    0.45    0.056     60     0  07:37:28
     2. 6850.045* 0.013      1.     -1.    0.45    0.056     60     1  07:38:38
     2. 6850.051* 0.020      1.     -1.    0.45    0.057     60     0  07:39:49
     2. 6850.052* 0.017      1.      0.    0.46    0.058     60     0  07:40:59
     2. 6850.048* 0.019      1.      0.    0.45    0.058     60     0  07:42:09
     2. 6850.043* 0.024      1.      0.    0.45    0.059     60     0  07:43:19
     2. 6850.046* 0.025      1.      0.    0.45    0.060     60     0  07:44:29
     2. 6850.055* 0.022      1.      0.    0.45    0.061     60     0  07:45:39
     2. 6850.047* 0.022      1.      0.    0.46    0.061     60     0  07:46:49
     2. 6850.048* 0.017      1.      0.    0.46    0.062     60     0  07:47:59
     2. 6850.049* 0.021      1.      0.    0.46    0.063     60     0  07:49:09
     2. 6850.047* 0.017      1.      0.    0.46    0.063     60     0  07:50:19
     2. 6850.054* 0.019      1.      0.    0.46    0.065     60     0  07:51:29
     2. 6850.043* 0.019      1.      0.    0.46    0.065     60     0  07:52:39
     2. 6850.051* 0.016      1.      0.    0.47    0.066     60     0  07:53:49
     2. 6850.051* 0.019      1.      0.    0.47    0.066     60     0  07:54:59
     2. 6850.054* 0.014      1.      0.    0.47    0.067     60     0  07:56:09
     2. 6850.049* 0.015      1.      0.    0.47    0.068     60     0  07:57:19
     2. 6850.048* 0.016      1.     -1.    0.47    0.069     60     0  07:58:29
     2. 6850.055* 0.016      1.     -1.    0.48    0.070     60     0  07:59:39
     2. 6850.043* 0.015      1.     -1.    0.47    0.070     60     0  08:00:49
     2. 6850.051* 0.018      1.     -1.    0.47    0.071     60     0  08:01:59
     2. 6850.039* 0.017      1.     -1.    0.47    0.071     60     0  08:03:09
     2. 6850.044* 0.019      1.     -1.    0.47    0.072     60     0  08:04:19
     2. 6850.049* 0.016      0.     -1.    0.47    0.073     59     2  08:05:29
     2. 6850.050* 0.020      0.     -1.    0.47    0.074     60     0  08:06:40
     2. 6850.050* 0.015      0.     -1.    0.47    0.074     60     0  08:07:50
     2. 6850.046* 0.018      0.     -2.    0.46    0.075     60     0  08:09:00
     2. 6850.052* 0.015      0.     -2.    0.46    0.075     53     8  08:10:10
     2. 6850.048* 0.016      0.     -2.    0.46    0.076     60     0  08:11:21
     2. 6850.050* 0.016      0.     -2.    0.46    0.077     60     1  08:12:31
     2. 6850.044* 0.018      0.     -2.    0.45    0.078     60     0  08:13:42
     2. 6850.049* 0.019      0.     -2.    0.45    0.078     60     0  08:14:52
     2. 6850.089* 0.018     -1.      0.    0.40    0.109     60     0  10:56:28
     2. 6850.088* 0.016     -1.      0.    0.41    0.109     60     0  10:57:38
     2. 6850.088* 0.020     -1.      0.    0.43    0.109     60     0  10:58:48
     2. 6850.088* 0.019     -1.      0.    0.43    0.108     60     0  10:59:58
     2. 6850.089* 0.015     -1.      0.    0.44    0.108     60     0  11:01:08
     2. 6850.092* 0.016     -1.      0.    0.44    0.108     60     0  11:02:18
     2. 6850.086* 0.017     -2.      0.    0.44    0.107     60     0  11:03:28
     2. 6850.094* 0.017     -2.      0.    0.44    0.107     60     0  11:04:38
     2. 6850.088* 0.017     -2.      0.    0.44    0.107     60     0  11:05:48
     2. 6850.091* 0.015     -2.      0.    0.44    0.107     60     0  11:06:58
     2. 6850.091* 0.017     -2.      0.    0.45    0.106     60     0  11:08:08
     2. 6850.088* 0.016     -2.      0.    0.44    0.106     60     0  11:09:18
     2. 6850.094* 0.016     -2.      1.    0.44    0.105     60     1  11:10:28
     2. 6850.094* 0.017     -2.      1.    0.43    0.105     60     0  11:11:39
     2. 6850.089* 0.015     -2.      1.    0.44    0.105     60     0  11:12:49
     2. 6850.093* 0.015     -2.      0.    0.43    0.105     60     0  11:13:59
     2. 6850.094* 0.017     -3.      0.    0.43    0.104     60     0  11:15:09
     2. 6850.101* 0.017     -3.      0.    0.44    0.104     60     1  11:16:19
     2. 6850.093* 0.015     -3.      0.    0.44    0.103     60     1  11:17:30
     2. 6850.089* 0.018     -3.      0.    0.43    0.103     60     0  11:18:41
     2. 6850.093* 0.014     -3.      0.    0.43    0.103     60     0  11:19:51
     2. 6850.093* 0.015     -3.      0.    0.43    0.102     60     0  11:21:01
     2. 6850.093* 0.015     -3.      0.    0.43    0.102     60     0  11:22:11
     2. 6850.090* 0.018     -3.      0.    0.43    0.102     60     0  11:23:21
     2. 6850.095* 0.021     -3.      0.    0.44    0.101     60     0  11:24:31
     2. 6850.098* 0.018     -3.      0.    0.44    0.100     60     0  11:25:41
     2. 6850.095* 0.018     -3.      0.    0.43    0.100     60     0  11:26:51
     2. 6850.087* 0.018     -3.      0.    0.43    0.100     60     0  11:28:01
     2. 6850.092* 0.014     -3.      0.    0.43    0.099     60     1  11:29:11
     2. 6850.087* 0.015     -3.     -1.    0.42    0.099     60     0  11:30:22
     2. 6850.088* 0.015     -3.     -1.    0.42    0.098     58     3  11:31:32
     2. 6850.088* 0.018     -3.     -1.    0.43    0.098     60     0  11:32:43
     2. 6850.085* 0.015     -3.     -1.    0.42    0.097     60     0  11:33:53
     2. 6850.088* 0.017     -3.     -1.    0.42    0.097     60     0  11:35:03
     2. 6850.088* 0.015     -3.     -1.    0.42    0.097     60     0  11:36:13
     3. 6698.228* 0.013     -1.     -1.    0.43    0.104     60     1  09:15:14
     3. 6698.232* 0.012     -1.     -1.    0.44    0.105     60     0  09:16:25
     3. 6698.218* 0.013     -1.     -1.    0.45    0.105     60     0  09:17:35
     3. 6698.224* 0.009     -2.     -1.    0.45    0.106     60     0  09:18:45
     3. 6698.223* 0.012     -2.     -1.    0.46    0.106     60     0  09:19:55
     3. 6698.221* 0.012     -2.     -1.    0.46    0.106     60     1  09:21:05
     3. 6698.225* 0.013     -2.     -1.    0.46    0.106     60     0  09:22:16
     3. 6698.226* 0.013     -2.     -1.    0.46    0.107     60     0  09:23:26
     3. 6698.223* 0.013     -2.     -1.    0.46    0.107     60     0  09:24:36
     3. 6698.229* 0.014     -2.     -1.    0.46    0.107     60     0  09:25:46
     3. 6698.229* 0.014     -2.     -1.    0.46    0.108     60     0  09:26:56
     3. 6698.230* 0.015     -3.     -1.    0.46    0.108     60     0  09:28:06
     3. 6698.230* 0.014     -3.     -1.    0.47    0.108     60     0  09:29:16
     3. 6698.228* 0.015     -3.     -1.    0.46    0.108     60     0  09:30:26
     3. 6698.228* 0.013     -3.     -1.    0.46    0.109     60     0  09:31:36
     3. 6698.225* 0.015     -3.     -1.    0.46    0.109     60     0  09:32:46
     3. 6698.229* 0.017     -3.     -1.    0.45    0.109     60     0  09:33:56
     3. 6698.227* 0.014     -3.     -1.    0.45    0.109     60     0  09:35:06
     3. 6698.233* 0.016     -3.     -1.    0.45    0.110     60     0  09:36:16
     3. 6698.228* 0.013     -3.     -1.    0.45    0.110     60     1  09:37:26
     3. 6698.230* 0.015     -3.     -1.    0.46    0.110     60     0  09:38:37
     3. 6698.230* 0.013     -3.     -1.    0.45    0.110     60     0  09:39:47
     3. 6698.228* 0.018     -3.     -1.    0.45    0.111     60     0  09:40:57
     3. 6698.229* 0.014     -3.     -1.    0.46    0.111     60     0  09:42:07
     3. 6698.230* 0.014     -3.     -2.    0.46    0.111     60     0  09:43:17
     3. 6698.228* 0.016     -3.     -1.    0.46    0.111     60     0  09:44:27
     3. 6698.229* 0.016     -3.     -2.    0.45    0.111     60     0  09:45:37
